"subj"	"ID"	"targ"	"scor"	"pval"	"eval"
"epm_ara_S0_Leaf_p0m00F_3671"	"MA1280.1"	"OBP4"	"1.93923286010306"	"8.45956681606064e-05"	"0.104898628519152"
"epm_ara_S0_Leaf_p1m24R_79"	"MA1364.1"	"PIF7"	"1.87935306472613"	"0.00138182658338883"	"1.71346496340215"
"epm_ara_S0_Leaf_p1m24F_79"	"MA1364.1"	"PIF7"	"1.87935306472613"	"0.00138182658338883"	"1.71346496340215"
"epm_ara_S0_Leaf_p1m19F_275"	"MA1416.1"	"RAMOSA1"	"1.98460262533626"	"5.17761636795951e-06"	"0.00642024429626979"
"epm_ara_S0_Leaf_p1m19R_275"	"MA1416.1"	"RAMOSA1"	"1.98460262533626"	"5.17761636795951e-06"	"0.00642024429626979"
"epm_ara_S0_Leaf_p0m03R_1139"	"MA1416.1"	"RAMOSA1"	"1.9380014040428"	"9.04507666352504e-05"	"0.11215895062771"
"epm_ara_S0_Leaf_p0m03F_1139"	"MA1416.1"	"RAMOSA1"	"1.9380014040428"	"9.04507666352537e-05"	"0.112158950627715"
"epm_ara_S0_Leaf_p1m16R_352"	"MA0583.1"	"RAV1(var.2)"	"1.87471015862936"	"0.00165615269329328"	"2.05362933968366"
"epm_ara_S0_Leaf_p1m16F_352"	"MA0583.1"	"RAV1(var.2)"	"1.87471015862936"	"0.00165615269329328"	"2.05362933968366"
"epm_ara_S0_Leaf_p1m05R_839"	"MA1159.1"	"SGR5"	"1.89805796594709"	"0.000634810512181547"	"0.787165035105118"
"epm_ara_S0_Leaf_p1m05F_839"	"MA1159.1"	"SGR5"	"1.89805796594709"	"0.000634810512181547"	"0.787165035105118"
"epm_ara_S0_Leaf_p1m25F_49"	"MA1061.1"	"SPT"	"1.90150315100789"	"0.000545251430172892"	"0.676111773414386"
"epm_ara_S0_Leaf_p1m25R_49"	"MA1061.1"	"SPT"	"1.90150315100789"	"0.000545251430172892"	"0.676111773414386"
"epm_ara_S0_Leaf_p1m20F_272"	"MA0587.1"	"TCP16"	"1.86890132136067"	"0.00206404768589105"	"2.5594191305049"
"epm_ara_S0_Leaf_p1m20R_272"	"MA0587.1"	"TCP16"	"1.86890132136067"	"0.00206404768589105"	"2.5594191305049"
"epm_ara_S0_Leaf_p1m10R_674"	"MA1079.1"	"WRKY21"	"1.84183833833082"	"0.0052715450469832"	"6.53671585825917"
"epm_ara_S0_Leaf_p1m10F_674"	"MA1079.1"	"WRKY21"	"1.84183833833082"	"0.0052715450469832"	"6.53671585825917"
"epm_ara_S0_Leaf_p1m09R_692"	"MA1086.1"	"WRKY43"	"1.85688536512697"	"0.00318473127066227"	"3.94906677562121"
"epm_ara_S0_Leaf_p1m09F_692"	"MA1086.1"	"WRKY43"	"1.85688536512697"	"0.00318473127066223"	"3.94906677562117"
